Region,id,Date,Chla,DO,E_cond,NH4,NO2,NO3,O_sat,PO4,Salinity,Secchi_depth,SiO4,T,TN,TP,pH
Calabria,M1T2C,2017-08-31,0.056666666666666664,207.91666666666666,60644.85033333333,0.2800614606511517,0.09730175645587368,0.2915983828261293,104.43333333333334,0.02798632062922646,,14.0,0.4,27.1631,11.8,0.41,8.231666666666667
Calabria,M1T2C,2017-10-31,0.06333333333333334,223.22916666666666,53661.9,,,,101.46666666666665,,,20.0,,15.1627,,,8.22
Calabria,M1T3A,2017-05-31,0.9499999999999998,,45927.0,0.1389316735634907,0.1388394480006781,0.01943422265287503,,0.01787454097507632,,20.0,0.4,19.23,13.9,1.36,8.343333333333334
Calabria,M1T3A,2017-08-31,0.06666666666666667,189.6875,62992.126,0.1374440912603325,0.03112143004233241,0.2229763576882031,99.10000000000001,0.02189228364552066,,15.0,0.4,29.89023333333333,9.3,0.56,8.199666666666667
Calabria,M1T3B,2015-09-30,0.08,238.847028,60500.079999999994,0.0689963770131055,0.03960998808988088,2.3,120.10000000000001,0.008467613166106999,,,0.8999999999999999,27.3261,20.35,0.21500000000000002,7.604333333333334
Calabria,M1T3B,2015-12-31,,,,0.04502316808020118,0.1745641540329585,0.4976397256487027,,0.11,,,0.5,,15.6,0.51,
Calabria,M1T3B,2016-06-30,,,,0.002623464658744945,0.1854246490759141,0.6,,0.006319988806416044,,,1.6,,17.2,0.94,
Calabria,M1T3B,2017-05-31,0.92,,46094.0,0.7,0.113417143621278,1.4,,0.01026924921869126,,20.0,0.4,19.30666666666667,10.1,1.11,8.31
Calabria,M1T3B,2017-08-31,0.06,198.85416666666666,61767.98966666666,0.4,0.05599632731345328,0.02166548579502797,102.33333333333333,0.01388159940878445,,15.0,0.4,28.8556,12.7,0.31,8.214
Calabria,M1T3C,2015-09-30,0.065,240.305954,60347.86666666667,0.08073050602536254,0.04588340692033062,1.45,,0.04237920854287813,,,1.0,27.2029,10.7,0.31999999999999995,7.611
Calabria,M1T3C,2015-12-31,,,,0.2392818848974022,0.1775832670629847,0.5,,0.03,,,0.8,,15.3,0.54,
Calabria,M1T3C,2016-05-31,,,,0.1896183102602428,0.1023042362740999,0.01327115934986799,,0.0051575458739663,,,1.1,,9.3,0.8,
Calabria,M1T3C,2017-05-31,0.92,,46350.0,0.2066298903467985,0.194984775494451,0.1355060387485502,,0.01613136433700452,,23.0,0.4,19.53,8.5,1.29,8.450000000000001
Calabria,M1T3C,2017-08-31,0.07,197.70833333333334,61537.603,0.1861285278169102,0.1263601892678828,0.3186020962869656,101.46666666666665,0.02518946706286325,,15.0,2.4,28.7042,8.6,0.46,8.203666666666665
Calabria,M1T4A,2017-02-28,0.06666666666666667,238.74279666666666,47089.636666666665,0.6,0.1576505023323075,0.9,96.53333333333335,0.02933389332228726,,,0.2,15.18,7.8,0.06,8.35
Calabria,M1T4A,2017-05-31,,,,0.2325106555022904,0.1832244127869101,0.4326601825267459,,0.01131092749409863,,,0.9,,12.3,0.71,
Calabria,M1T4A,2017-09-30,,,,0.5,0.06897297051299818,0.3310485419404691,,0.01586265167111763,,,0.5,,12.3,0.65,
Calabria,M1T4A,2017-10-31,,,0.0,,,,,,,10.0,,,,,
Calabria,M1T4B,2015-09-30,,237.17968399999998,61744.01666666666,0.65,0.1207378005120846,0.2617309825363527,121.36666666666667,0.00908849314440425,,,0.7000000000000001,28.446066666666667,5.0,0.4,7.598333333333334
Calabria,M1T4B,2016-01-31,,,,0.04132535197603406,0.09995124096573307,1.1,,0.07,,,0.1,,19.4,1.13,
Calabria,M1T4B,2016-07-31,,,,0.5,0.1115279071913575,0.4528943341266212,,0.00594254142614367,,,0.04749956753148937,,13.0,0.46,
Calabria,M1T4B,2017-02-28,0.14,238.53436666666667,47018.11466666667,1.2,0.08785081315616983,1.4,96.2,0.006271151146701393,,,0.05680264273385008,15.072266666666666,7.4,0.06,8.354
Calabria,M1T4B,2017-05-31,,,,0.1487929910034005,0.06744803708773116,0.4714143318385405,,0.0200703517871664,,,0.5,,10.7,1.14,
Calabria,M1T4B,2017-09-30,,,,0.4,0.06351493738662022,0.2365577350272529,,0.02562875064588756,,,0.5,,9.3,0.75,
Calabria,M1T4B,2017-10-31,0.20666666666666667,230.20833333333334,55160.299999999996,,,,107.56666666666666,,,12.0,,23.117266666666666,,,8.255
Calabria,M1T4C,2015-09-30,,237.492311,61654.77333333334,0.85,0.1260976513591642,0.5,121.26666666666667,0.01871055803625113,,,0.55,28.2619,11.649999999999999,0.7,7.592333333333333
Calabria,M1T4C,2016-01-31,,,,0.1150026217568855,0.07930367839981063,0.9,,0.07,,,0.5,,16.5,1.23,
Calabria,M1T4C,2016-07-31,,,,0.4,0.08661873872774176,5.8,,0.005141084587869535,,,0.1,,15.0,0.63,
Calabria,M1T4C,2017-02-28,0.15333333333333335,240.0975,46436.75633333333,0.4,0.03999300444946379,0.9,96.26666666666667,0.02183607825192959,,,0.3,14.833333333333334,11.8,0.37,8.342
Calabria,M1T4C,2017-05-31,,,,0.003190884734341603,0.08208078339709207,0.009144875597191071,,0.01145522819448704,,,0.6,,12.0,1.08,
Calabria,M1T4C,2017-09-30,,,,0.5,0.1037173253879871,0.1534540368842771,,0.007214973215093818,,,0.4,,10.1,0.89,
Calabria,M1T4C,2017-10-31,0.18000000000000002,226.875,55099.73333333334,,,,105.96666666666665,,,15.0,,23.099800000000002,,,8.238999999999999
Calabria,M1T5A,2017-02-28,0.12666666666666668,254.06156333333334,45636.261666666665,0.01003374526256627,0.1936383916987111,0.6,101.63333333333333,0.01304186263054712,,,0.06898853876781919,15.037866666666666,8.8,0.35,8.375666666666666
Calabria,M1T5A,2017-07-31,0.05000000000000001,168.02083333333334,58536.104,0.4,,1.5,82.8,,,20.0,1.1,26.227766666666668,14.9,0.66,8.24
Calabria,M1T5B,2015-09-30,,,,0.1545573599838847,0.0157356054908242,0.5333102183179419,,0.02485154718030286,,,4.55,,17.1,0.715,
Calabria,M1T5B,2016-02-29,,,,0.03179176588214647,0.1424091398349834,0.7,,0.04344429840519476,,,1.1,,31.8,0.8,
Calabria,M1T5B,2016-04-30,,,,0.2678044032809435,0.07263069295789758,0.5,,0.15,,,2.3,,9.1,0.99,
Calabria,M1T5B,2016-06-30,,,,0.2573243480778094,0.02205518337878585,4.960052967319404,,0.0007477180183188625,,,3.9,,15.1,0.6,
Calabria,M1T5B,2017-02-28,,,,0.01596934260225077,0.180346292665302,0.8,,0.02122589976783355,,,0.02510832286184891,,13.5,0.72,
Calabria,M1T5B,2017-07-31,0.05333333333333334,160.625,58308.14333333333,,,,78.96666666666667,,,15.0,1.2,26.088000000000005,11.6,0.6,8.269666666666668
Calabria,M1T5C,2015-09-30,0.08,276.049641,57048.38333333333,0.75,0.03052915166165904,2.45,132.73333333333332,0.001660444863622523,,,2.0,24.8199,18.9,0.54,7.616
Calabria,M1T5C,2016-02-29,,,,0.04600987073868744,0.09027423808383062,1.1,,0.009206903565887683,,,1.1,,24.7,0.5,
Calabria,M1T5C,2016-04-30,,,,0.1453609896570589,0.002592323338835523,1.1,,0.009038484703182588,,,1.9,,16.6,0.93,
Calabria,M1T5C,2016-06-30,,,,0.0311402398871198,0.001332147953479646,4.032568962378107,,0.01062536429163391,,,3.9,,14.7,0.46,
Calabria,M1T5C,2017-02-28,,,,0.1227238704155909,0.1369163894885824,0.1618688536363387,,0.0004809069459879878,,,0.01678681711037384,,11.6,0.61,
Calabria,M1T5C,2017-07-31,0.056666666666666664,149.375,58327.16933333333,,,,73.53333333333335,,,18.0,1.2,26.227766666666668,12.0,0.54,8.24
Calabria,M1T6A,2017-05-31,0.06666666666666667,243.33333333333334,52294.867,0.1485136294369091,0.00948455574249505,0.06193158878718175,109.3,0.02392148048059857,,25.0,2.3,21.06,8.4,1.22,8.269333333333334
Calabria,M1T6A,2017-08-31,0.06,194.375,62944.81133333334,,,,101.46666666666665,,,22.0,0.5,29.721433333333334,9.4,0.3,8.212333333333333
Calabria,M1T6B,2016-07-31,,,,0.5,0.0239947494307603,2.1,,0.008026534744267988,,,2.7,,4.1,0.85,
Calabria,M1T6B,2017-05-31,0.06,244.89583333333334,51447.890666666666,0.1996784154687427,0.03198339579602454,0.4013805520969914,108.33333333333333,0.23,,27.0,2.3,20.183866666666667,10.1,0.7,8.286333333333333
Calabria,M1T6B,2017-08-31,0.06,195.3125,63666.756666666675,,,,102.96666666666665,,,21.0,0.3,30.35643333333333,10.1,0.42,8.214
Calabria,M1T6C,2016-07-31,,,,0.9,0.09289387491699641,4.1,,0.01188189976068062,,,1.9,,4.3,0.9,
Calabria,M1T6C,2017-05-31,0.06,233.75,51147.86833333334,0.2665420306169011,0.05918414967360117,3.1,103.13333333333333,0.02577011867418534,,30.0,2.4,20.103033333333332,19.8,1.18,8.289
Calabria,M1T6C,2017-08-31,0.043333333333333335,189.6875,63320.19666666666,,,,99.73333333333333,,,25.0,0.4,30.246433333333332,10.4,0.26,8.206333333333333
Campania,M1CL12,2015-07-31,0.08499999999999999,204.59375,62.033125,0.1,,,106.075,,38.0646,13.0,,29.2919,0.21,,8.17
Campania,M1CL12,2015-09-30,0.1,204.28125,59.287025,0.2,0.003453398793054355,2.74,101.75,0.01091274369821914,38.2377,33.0,3.73,26.675125,11.85,0.7,8.10075
Campania,M1CL12,2015-11-30,0.09,225.0,52.4109,0.3,0.009132906259671714,4.22,101.15,0.17,37.807225,23.0,0.38,21.006275000000002,17.91,0.31,8.22925
Campania,M1CL12,2016-01-31,0.23,241.679675,46.92005,1.1,,3.04,98.825,0.64,38.005375,20.0,0.24,15.693375,17.34,0.96,8.16975
Campania,M1CL12,2016-03-31,0.135,263.4375,46.281525,2.09,0.006436093047349002,7.09,106.7,0.76,38.0452,20.0,0.65,15.045325,11.06,1.15,8.3125
Campania,M1CL12,2016-05-31,0.12,232.890625,50.691,4.93,0.004729562446000331,9.65,101.725,0.75,37.7444,8.0,1.17,19.4918,18.8,0.82,8.190999999999999
Campania,M1CL12,2016-07-31,0.0925,212.109375,58.56215,3.77,,8.91,104.5,0.82,38.05225,30.0,3.92,26.254075,13.94,0.85,8.0985
Campania,M1CL12,2016-09-30,0.05,199.6875,58.239125,1.86,0.002202664060264101,1.54,97.85,0.4,38.10055,33.0,0.002687339195943053,25.91,11.75,0.52,8.0545
Campania,M1CL12,2016-11-30,0.0825,243.515625,51.042575,8.12,0.56,3.84,106.35,0.66,38.1441,28.0,0.04,19.37755,14.26,0.71,8.10875
Campania,M1CL12,2017-01-31,0.14,231.640625,46.163875,7.13,0.006847858960346401,3.37,92.69999999999999,0.28,38.14265,30.0,0.15,14.838225000000001,13.31,0.57,8.13925
Campania,M1CL12,2017-03-31,0.1,249.0625,46.0953,6.56,2.180024807004854e-05,6.62,100.15,0.29,37.7334,14.0,0.007467524620185422,15.1933,14.15,1.68,8.20775
Campania,M1CL12,2017-05-31,0.06,217.109375,51.972925000000004,0.79,0.008424983559309006,8.01,97.175,1.28,37.5561,30.0,1.1,20.88575,12.44,1.92,8.13025
Campania,M1CL12,2017-07-31,0.052500000000000005,200.546875,58.308175,0.84,0.003278638599941235,4.17,98.4,0.55,38.07355,7.0,0.1,26.003725,9.86,0.86,8.1005
Campania,M1CL12,2017-09-30,0.06,203.828125,59.38305,1.09,0.00951944065402257,9.91,101.075,0.37,38.47545,,0.02,26.4693,11.02,0.58,8.1525
Campania,M1CL12,2017-11-30,0.1,229.140625,50.64105,1.7,0.03,11.04,99.225,0.32,38.30645,,0.02,18.833675,15.09,0.99,8.199
Campania,M1CL3,2015-07-31,0.07,206.484375,61.018725,0.5,,,106.15,,37.937075,23.0,,28.559725,0.64,,8.17
Campania,M1CL3,2015-09-30,0.10500000000000001,210.859375,58.74725,0.00948774474292829,0.005131614592764882,19.8,103.8,0.0005518617243717561,38.229974999999996,21.5,3.23,26.1931,19.94,0.74,8.11175
Campania,M1CL3,2015-11-30,0.11499999999999999,220.72916666666666,53.03435,0.5,0.00817583850552701,0.007967102778366469,99.975,0.21,38.132775,28.0,0.06,21.208325000000002,16.16,0.3,8.19175
Campania,M1CL3,2016-01-31,0.2975,242.138675,46.9585,1.5,,8.26,99.15,0.63,38.049925,21.0,0.79,15.68245,20.03,0.93,8.187750000000001
Campania,M1CL3,2016-03-31,0.2725,269.5898525,45.573825,2.05,0.007700122212627229,4.69,108.25,1.02,37.674,12.0,1.87,14.756275,8.07,1.18,8.307749999999999
Campania,M1CL3,2016-05-31,0.26,235.625,50.274875,4.68,0.0001673817465715066,8.98,102.475,0.82,37.5377,9.0,2.26,19.331375,22.04,1.01,8.251000000000001
Campania,M1CL3,2016-07-31,0.1275,189.921875,58.4233,6.31,,10.33,93.675,0.73,37.851175,25.0,4.04,26.37405,31.46,0.87,8.12425
Campania,M1CL3,2016-09-30,0.06,198.671875,58.6149,3.42,0.002040579778704296,6.44,97.825,0.46,38.1426,24.0,0.003229426147866008,26.192050000000002,15.27,0.58,8.0495
Campania,M1CL3,2016-11-30,0.12,242.03125,51.306475000000006,6.36,0.02,8.88,106.2,0.56,38.1558,25.0,0.00665412794328114,19.6067,16.64,1.03,8.120000000000001
Campania,M1CL3,2017-01-31,0.1375,231.015625,45.99355,5.43,0.008291361249565478,7.2,92.2,0.53,38.1608,28.0,0.22,14.6587,18.06,1.36,8.13975
Campania,M1CL3,2017-03-31,0.255,251.5625,45.923525,6.32,0.009493864650313152,12.23,100.675,0.4,37.8426,16.0,0.01863921921265784,14.91725,18.93,2.18,8.2
Campania,M1CL3,2017-05-31,0.10250000000000001,219.375,51.609475,1.18,0.03,10.96,97.3,1.23,37.77055,18.0,1.97,20.31015,21.03,1.99,8.13375
Campania,M1CL3,2017-07-31,0.07,209.921875,57.48995,0.97,0.314,9.81,102.3,0.47,37.7282,24.0,0.053,25.690875,12.43,0.9,8.106
Campania,M1CL3,2017-09-30,0.06,206.09375,58.55545,2.29,0.00336819197279772,10.96,100.975,1.51,38.44735,,0.02,25.776375,17.43,2.42,8.155249999999999
Campania,M1CL3,2017-11-30,0.1475,227.5,50.49205,1.5,0.05,10.69,98.3,0.41,38.242175,,0.07,18.7661,32.44,1.65,8.314499999999999
Campania,M1CL6,2015-07-31,0.0475,200.39,62.244225,0.2,,,104.125,,38.061025,23.0,,29.4722,0.32,0.06,8.17
Campania,M1CL6,2015-09-30,0.0775,205.3125,58.926525,0.1,0.009298861417577096,12.74,101.60000000000001,0.006023085245203195,38.227599999999995,30.0,2.25,26.36312,16.6,0.65,8.104
Campania,M1CL6,2015-11-30,0.0975,223.54166666666666,53.1761,0.5,0.005354371572321476,0.005213587949943758,101.225,0.3,38.15095,23.0,0.79,21.314225,16.81,0.35,8.214500000000001
Campania,M1CL6,2016-01-31,0.25,240.4785225,46.993649999999995,1.5,,6.46,98.625,0.65,38.054050000000004,22.0,0.23,15.7116,16.82,0.98,8.18475
Campania,M1CL6,2016-03-31,0.22,265.5663975,46.16295,2.29,0.004462479465965171,6.36,107.375,1.17,38.017250000000004,21.0,1.03,14.962525,9.74,1.19,8.30375
Campania,M1CL6,2016-05-31,0.49,232.578125,50.7603,4.98,0.001040439916696525,9.25,101.8,0.67,37.728425,13.0,1.69,19.575300000000002,14.39,0.79,8.239
Campania,M1CL6,2016-07-31,0.1125,207.578125,59.0656,3.99,,10.39,102.975,0.74,38.097775,23.0,3.78,26.644125000000003,27.58,0.88,8.07525
Campania,M1CL6,2016-09-30,0.05,203.359375,58.01435,2.35,0.001514980259644509,4.34,99.375,0.54,38.05145,32.0,0.0006961216939418013,25.769575,17.31,0.67,8.05125
Campania,M1CL6,2016-11-30,0.09,241.09375,51.320949999999996,4.79,0.001904096144209546,6.78,105.825,0.53,38.159075,24.0,0.008616017735434096,19.616325,13.69,0.52,8.10925
Campania,M1CL6,2017-01-31,0.14250000000000002,231.09375,46.20615,7.0,0.003197411918997626,9.26,92.55,0.44,38.1773,30.0,0.37,14.842825,18.99,0.76,8.13975
Campania,M1CL6,2017-03-31,0.1425,251.328125,45.9634,5.71,0.005628320803366083,12.29,100.7,0.33,37.8257,22.0,0.01146735070228119,14.9725,21.09,1.18,8.2055
Campania,M1CL6,2017-05-31,0.07500000000000001,218.984375,51.6215,1.17,0.0009342890808061366,11.41,97.475,0.71,37.543925,25.0,0.45,20.575375,25.41,1.17,8.1325
Campania,M1CL6,2017-07-31,0.08,212.421875,57.244074999999995,0.79,0.004476088829007489,10.5,102.55,0.5,38.096199999999996,24.0,0.00997168082048206,25.031975,26.99,0.58,8.10575
Campania,M1CL6,2017-09-30,0.06,207.421875,58.745975,1.1,0.009910373941029477,16.29,101.9,0.91,38.441925,,0.02,25.9503,20.07,1.17,8.152249999999999
Campania,M1CL6,2017-11-30,0.1,228.125,50.638175000000004,1.64,0.1,10.6,98.725,0.42,38.3074,,0.02,18.83,19.96,0.81,8.20725
Campania,M1FV12,2015-07-31,0.065,149.125,60.7348,0.54,,,76.225,,37.830625,16.0,,28.44715,3.16,,8.17
Campania,M1FV12,2015-09-30,0.2125,203.234375,56.552949999999996,0.0008447016113804152,0.004249586720523841,1.73,97.825,0.26,37.7839,13.0,4.86,24.7528,11.79,0.29,8.27825
Campania,M1FV12,2015-11-30,0.1275,228.02083333333334,51.806475,0.2,0.00426329915279109,4.45,101.3,0.16,38.00665,15.0,0.12,20.209625,17.64,0.27,8.182
Campania,M1FV12,2016-01-31,0.315,226.6211025,46.4196,1.7,0.021,9.23,91.97999999999999,0.61,38.047275,12.0,0.43,15.18395,11.19,0.88,8.1756
Campania,M1FV12,2016-03-31,0.27,263.9453,45.92935,2.35,0.000816596110438993,5.12,106.65,0.79,38.002875,8.0,0.61,14.759025,8.26,0.99,8.316500000000001
Campania,M1FV12,2016-05-31,0.1225,241.640625,50.4783,5.12,0.0004201786471300317,9.86,105.075,0.71,37.779375,24.0,0.69,19.259725,20.14,1.06,8.249
Campania,M1FV12,2016-07-31,0.035,205.703125,58.704499999999996,4.83,,11.14,101.65,0.76,37.971824999999995,24.0,3.36,26.477425,19.75,0.88,8.0935
Campania,M1FV12,2016-09-30,0.07,113.16665,56.185975,2.18,0.001695749105716105,6.91,100.525,0.71,38.25375,18.0,0.13,23.904725,19.39,0.79,8.05175
Campania,M1FV12,2016-11-30,0.09,229.609375,52.305375,8.36,0.002057811368673092,9.35,102.625,0.63,38.0467,22.0,0.18,20.640075,19.53,0.75,8.08625
Campania,M1FV12,2017-01-31,0.14750000000000002,233.90625,45.57095,10.71,0.07,6.82,92.55,0.7,38.150774999999996,16.0,0.45,14.268475,21.03,1.44,8.14275
Campania,M1FV12,2017-03-31,0.08499999999999999,249.296875,46.577525,6.49,0.28,11.03,100.5,0.3,38.181775,25.0,0.13,15.188649999999999,19.86,0.72,8.20025
Campania,M1FV12,2017-05-31,0.08,230.078125,48.983425,1.05,0.05,11.23,97.225,0.32,37.973600000000005,14.0,0.31,17.658675,24.24,1.28,8.1985
Campania,M1FV12,2017-07-31,0.0475,199.296875,59.641,1.1,0.004774290997569556,10.93,99.225,0.72,38.426899999999996,28.0,0.01784679347168537,26.753475,18.84,0.86,8.0815
Campania,M1FV12,2017-09-30,0.06,216.71875,57.177975,1.43,0.005865771914798388,6.7,104.0,0.45,38.462424999999996,,0.17,24.54365,13.24,0.75,8.161
Campania,M1FV12,2017-11-30,0.11,229.6875,51.112775,1.65,0.1,10.52,100.375,0.42,38.206225,,0.02,19.374425000000002,16.86,1.28,8.184750000000001
Campania,M1FV3,2015-07-31,0.1475,158.625,59.506425,,,,80.45,,37.456050000000005,17.0,,27.951825,3.725,,8.17
Campania,M1FV3,2015-09-30,0.20600000000000002,203.953125,56.96405,0.02695583719741984,0.0026943434971659,7.11,97.525,0.09,37.681574999999995,12.5,3.56,24.43234,15.31,0.72,8.2762
Campania,M1FV3,2015-11-30,0.22999999999999998,204.27083333333334,54.766875,0.3,0.001317415005207618,4.59,100.825,0.24,37.908924999999996,6.0,0.46,19.770675,18.59,0.45,8.19925
Campania,M1FV3,2016-01-31,0.29,239.6875,42.706525,3.7,0.329,10.39,92.525,0.6,36.3281,3.0,13.83,13.184025,28.28,1.08,8.15275
Campania,M1FV3,2016-03-31,0.4625,268.8086025,44.144975,2.26,0.43,8.7071,106.225,0.81,36.812425,4.0,7.7,14.268025,13.69,1.19,8.28975
Campania,M1FV3,2016-05-31,0.8825000000000001,291.09375,50.0495,5.05,0.001010576112035695,11.41,112.725,1.34,36.69515,4.0,1.19,20.073175,20.68,2.34,8.23225
Campania,M1FV3,2016-07-31,0.2725,273.8839475,46.2718732142857,4.6,,10.91,109.9875,0.81,38.123975,18.0,3.46,14.92795,22.93,1.13,8.142660714285714
Campania,M1FV3,2016-09-30,0.4775,212.96875,55.526025,1.82,0.002159077303064659,5.75,100.94999999999999,0.48,37.567925,7.0,4.84,24.11575,17.39,0.55,8.036999999999999
Campania,M1FV3,2016-11-30,0.78,234.921875,51.755725,11.48,0.06,10.18,104.4,0.67,37.76795,4.0,2.06,20.447575,23.58,0.96,8.10175
Campania,M1FV3,2017-01-31,0.3175,250.46875,40.21375,12.43,0.32,14.21,94.75,0.59,34.006575,1.5,31.11,13.311075,30.57,1.89,8.10775
Campania,M1FV3,2017-03-31,1.1275,271.171875,44.41,13.91,0.06,17.96,107.0,0.48,36.8068,2.0,6.69,14.5358,35.16,1.91,8.21175
Campania,M1FV3,2017-05-31,0.315,243.046875,48.5588,1.18,0.009738954900632271,13.67,103.25,0.42,37.123599999999996,6.0,2.67,18.181375,25.19,1.42,8.211500000000001
Campania,M1FV3,2017-07-31,0.43,226.484375,58.3581,1.49,0.009886906228765627,8.37,112.05,0.47,37.56205,7.0,0.449,26.669125,12.29,0.64,8.15475
Campania,M1FV3,2017-09-30,0.2125,212.578125,58.088300000000004,1.21,0.001786397943099445,6.54,103.475,0.42,38.391375000000004,,0.68,25.43105,25.41,0.71,8.162500000000001
Campania,M1FV3,2017-11-30,0.23,229.6875,51.308099999999996,1.62,0.04,8.48,100.57499999999999,0.54,38.306675,,0.02,19.44395,12.92,1.92,8.215
Campania,M1FV6,2015-07-31,0.05,149.359375,61.1219,3.4,0.179,0.77,81.3,,38.100049999999996,19.0,,28.450924999999998,5.61,,8.17
Campania,M1FV6,2015-09-30,0.11333333333333333,201.890625,56.55885,0.3,0.007295892075950881,1.43,97.33333333333333,0.11,37.873225,,3.33,24.682475,24.61,0.3,8.285000000000002
Campania,M1FV6,2015-11-30,0.3425,228.95833333333334,51.079325,0.4,0.005436977927326598,4.76,100.65,0.26,37.831975,10.0,1.68,19.755274999999997,19.41,0.33,8.1975
Campania,M1FV6,2016-01-31,0.295,226.37695,46.149025,1.8,0.157,9.69,91.15,0.59,37.9657,9.0,0.91,15.0143,16.93,0.98,8.18175
Campania,M1FV6,2016-03-31,0.5800000000000001,279.609375,44.5366,2.59,0.4,4.29,109.775,0.88,37.362375,2.5,3.91,14.413225,12.89,1.22,8.312249999999999
Campania,M1FV6,2016-05-31,0.185,240.078125,51.062775,4.82,0.01882924659479426,9.54,105.675,0.88,37.648525,20.0,0.78,19.93025,27.76,1.0,8.24225
Campania,M1FV6,2016-07-31,0.03,203.359375,58.724774999999994,5.25,,9.34,100.69999999999999,0.77,37.88605,28.0,3.32,26.5994,15.21,0.86,8.1285
Campania,M1FV6,2016-09-30,0.15,208.046875,56.259175,1.74,0.002081763506211995,4.21,98.775,0.53,38.21335,13.0,0.2,24.016925,12.65,0.56,8.0565
Campania,M1FV6,2016-11-30,0.09,228.75,52.3926,7.35,0.002704892874004027,3.44,102.325,0.92,38.077625,25.0,0.04,20.685200000000002,12.83,1.56,8.08625
Campania,M1FV6,2017-01-31,0.1475,234.453125,44.59945,9.55,0.11,4.99,91.975,0.51,37.47725,11.0,4.27,14.023475,16.41,0.62,8.1425
Campania,M1FV6,2017-03-31,0.545,260.859375,45.468125,6.37,0.003474399520527518,5.83,103.75,0.31,37.657675,4.0,0.01940906139534867,14.673024999999999,18.13,2.24,8.224
Campania,M1FV6,2017-05-31,0.14250000000000002,235.859375,49.01205,0.82,0.001720711072645576,7.22,99.925,0.65,37.82925,8.0,1.05,17.8399,14.37,1.6,8.20675
Campania,M1FV6,2017-07-31,0.4475,226.71875,58.842375000000004,0.77,0.393,10.73,112.75,1.3,37.689099999999996,7.0,1.327,26.944825,22.44,1.61,8.1335
Campania,M1FV6,2017-09-30,0.12,216.25,57.1887,0.99,0.008721770639338008,15.56,104.025,0.78,38.296175000000005,,0.68,24.747300000000003,23.45,0.91,8.15775
Campania,M1FV6,2017-11-30,0.305,229.921875,51.363150000000005,1.58,0.12,11.94,100.775,0.44,38.311975,,0.02,19.488475,15.61,1.12,8.182500000000001
Campania,M1GN12,2015-07-31,0.1075,152.765625,60.8808,0.2,,0.29,78.2,,37.919650000000004,15.0,,28.446225,1.33,,8.17
Campania,M1GN12,2015-09-30,0.1975,201.171875,57.657975,0.009917604229003495,0.009966815571219558,0.005415721772902428,97.7,0.23,38.039625,13.0,0.86,25.469025,9.21,0.77,8.2655
Campania,M1GN12,2015-11-30,0.07250000000000001,215.20833333333334,51.539075,0.3,0.002068270803797411,2.29,95.15,0.23,38.0502,25.0,0.52,19.93635,19.22,0.26,8.18275
Campania,M1GN12,2016-01-31,0.24000000000000002,236.5527275,46.649924999999996,1.4,0.05,3.34,96.0,0.7,38.0882,18.0,0.41,15.35815,10.99,0.92,8.171
Campania,M1GN12,2016-03-31,0.2675,259.8828,46.1144,2.85,0.005868068639353721,6.6,105.15,0.69,37.967375,13.0,0.4,14.969825,11.45,0.9,8.30225
Campania,M1GN12,2016-05-31,0.3425,245.46875,49.602375,4.76,0.004966296807634563,10.33,106.325,0.86,37.502375,9.0,0.46,19.278875,19.23,0.88,8.23775
Campania,M1GN12,2016-07-31,0.2375,238.359375,58.310025,5.13,,10.94,117.75,1.09,37.60975,12.0,3.34,26.5675,27.24,1.79,8.2225
Campania,M1GN12,2016-09-30,0.1625,210.15625,56.549775,1.89,0.0002280880210048577,6.29,100.3,0.48,38.175675,16.0,0.001466188695608167,24.32,17.73,0.63,8.05875
Campania,M1GN12,2016-11-30,0.1525,225.234375,50.62205,4.58,9.89098541021387e-05,6.87,97.85,0.62,38.00965,23.0,0.009054135543500957,19.073349999999998,17.46,0.86,8.10575
Campania,M1GN12,2017-01-31,0.1575,214.140625,45.839124999999996,5.36,0.008609696827769997,11.75,85.15,0.44,38.1907,15.0,0.4,14.4823,17.89,1.38,8.15075
Campania,M1GN12,2017-03-31,0.1375,254.296875,46.29775,6.51,0.009044632415847867,10.33,102.375,0.3,37.9431,19.0,0.006932433656221191,15.169075,20.12,4.52,8.19525
Campania,M1GN12,2017-05-31,0.1275,239.21875,49.056025,1.25,0.16,10.64,101.375,0.77,37.87645,14.0,0.002369772583222738,17.83025,23.65,1.19,8.214
Campania,M1GN12,2017-07-31,0.045,198.515625,57.1471,1.47,0.743,11.95,95.675,0.8,38.14915,18.0,0.15,24.883125,22.91,1.09,8.13875
Campania,M1GN12,2017-09-30,0.39,220.703125,57.7479,1.29,0.004817496952568461,16.39,106.875,0.3,38.434875000000005,,0.26,25.079525,23.73,0.69,8.16025
